species_raw
Abeillia abeillei
Coeligena coeligena
Coeligena conradii
Coeligena consita
Coeligena eos
Coeligena helianthea
Coeligena inca
Coeligena iris
Coeligena lutetiae
Coeligena orina
Coeligena phalerata
Coeligena prunellei
Coeligena torquata
Coeligena violifer
Coeligena wilsoni
Coenocorypha aucklandica
Coenocorypha huegeli
Coenocorypha pusilla
Coereba flaveola
Colaptes atricollis
Colaptes auratus
Colaptes auricularis
Colaptes campestris
Colaptes chrysoides
Colaptes fernandinae
Colaptes melanochloros
Colaptes mexicanoides
Colaptes pitius
Colaptes punctigula
Colaptes rivolii
Colaptes rubiginosus
Colaptes rupicola
Colibri coruscans
Colibri cyanotus
Colibri delphinae
Colibri serrirostris
Colibri thalassinus
Colinus cristatus
Colinus leucopogon
Colinus nigrogularis
Colinus virginianus
Colius castanotus
Colius colius
Colius leucocephalus
Colius striatus
Collocalia affinis
Collocalia dodgei
Collocalia esculenta
Collocalia isonota
Collocalia linchi
Collocalia marginata
Collocalia natalis
Collocalia neglecta
Collocalia sumbawae
Collocalia troglodytes
Collocalia uropygialis
Colluricincla boweri
Colluricincla harmonica
Colluricincla megarhyncha
Colluricincla tenebrosa
Colluricincla woodwardi
Coloeus dauuricus
Coloeus monedula
Colonia colonus
Colorhamphus parvirostris
Columba albinucha
Columba albitorques
Columba argentina
Columba arquatrix
Columba bollii
Columba delegorguei
Columba elphinstonii
Columba eversmanni
Columba guinea
Columba hodgsonii
Columba iriditorques
Columba janthina
Columba junoniae
Columba leucomela
Columba leuconota
Columba livia
Columba malherbii
Columba oenas
Columba oliviae
Columba pallidiceps
Columba palumboides
Columba palumbus
Columba pollenii
Columba pulchricollis
Columba punicea
Columba rupestris
Columba sjostedti
Columba thomensis
Columba torringtoniae
Columba trocaz
Columba unicincta
Columba vitiensis
Columbina buckleyi
Columbina cruziana
Columbina cyanopis
Columbina inca
Columbina minuta
Columbina passerina
Columbina picui
Columbina squammata
Columbina talpacoti
Compsothraupis loricata
Conioptilon mcilhennyi
Conirostrum albifrons
Conirostrum bicolor
Conirostrum binghami
Conirostrum cinereum
Conirostrum ferrugineiventre
Conirostrum leucogenys
Conirostrum margaritae
Conirostrum rufum
Conirostrum sitticolor
Conirostrum speciosum
Conirostrum tamarugense
Conopias albovittatus
Conopias cinchoneti
Conopias parvus
Conopias trivirgatus
Conopophaga ardesiaca
Conopophaga aurita
Conopophaga castaneiceps
Conopophaga cearae
Conopophaga lineata
Conopophaga melanogaster
Conopophaga melanops
Conopophaga peruviana
Conopophaga roberti
Conopophaga snethlageae
Conopophila albogularis
Conopophila rufogularis
Conopophila whitei
Conothraupis mesoleuca
Conothraupis speculigera
Contopus albogularis
Contopus bogotensis
Contopus caribaeus
Contopus cinereus
Contopus cooperi
Contopus fumigatus
Contopus hispaniolensis
Contopus latirostris
Contopus lugubris
Contopus nigrescens
Contopus ochraceus
Contopus pallidus
Contopus pertinax
Contopus punensis
Contopus sordidulus
Contopus virens
Copsychus albiventris
Copsychus albospecularis
Copsychus barbouri
Copsychus cebuensis
Copsychus fulicatus
Copsychus leggei
Copsychus luzoniensis
Copsychus malabaricus
Copsychus mindanensis
Copsychus niger
Copsychus nigricauda
Copsychus omissus
Copsychus pyrropygus
Copsychus saularis
Copsychus sechellarum
Copsychus stricklandii
Copsychus superciliaris
Coracias abyssinicus
Coracias affinis
Coracias benghalensis
Coracias caudatus
Coracias cyanogaster
Coracias garrulus
Coracias naevius
Coracias spatulatus
Coracias temminckii
Coracina atriceps
Coracina bicolor
Coracina boyeri
Coracina caeruleogrisea
Coracina caledonica
Coracina dobsoni
Coracina fortis
Coracina guillemardi
Coracina javensis
Coracina kochii
Coracina larutensis
Coracina larvata
Coracina leucopygia
Coracina lineata
Coracina longicauda
Coracina macei
Coracina maxima
Coracina mindorensis
Coracina novaehollandiae
Coracina panayensis
Coracina papuensis
Coracina parvula
Coracina personata
Coracina schistacea
Coracina striata
Coracina temminckii
Coracina welchmani
Coracopsis barklyi
Coracopsis nigra
Coracopsis sibilans
Coracopsis vasa
Coracornis raveni
Coracornis sanghirensis
Coragyps atratus
Corapipo altera
Corapipo gutturalis
Corapipo leucorrhoa
Corcorax melanorhamphos
Cormobates leucophaea
Cormobates placens
Corthylio calendula
Corvinella corvina
Corvus albicollis
Corvus albus
Corvus bennetti
Corvus brachyrhynchos
Corvus capensis
Corvus celebensis
Corvus corax
Corvus corone
Corvus coronoides
Corvus crassirostris
Corvus cryptoleucus
Corvus edithae
Corvus enca
Corvus florensis
Corvus frugilegus
Corvus fuscicapillus
Corvus hawaiiensis
Corvus imparatus
Corvus insularis
Corvus jamaicensis
Corvus kubaryi
Corvus leucognaphalus
Corvus macrorhynchos
Corvus meeki
Corvus mellori
Corvus minutus
Corvus moneduloides
Corvus nasicus
Corvus orru
Corvus ossifragus
Corvus palmarum
Corvus philippinus
Corvus pusillus
Corvus rhipidurus
Corvus ruficollis
Corvus samarensis
Corvus sierramadrensis
Corvus sinaloae
Corvus splendens
Corvus tasmanicus
Corvus torquatus
Corvus tristis
Corvus typicus
Corvus unicolor
Corvus validus
Corvus violaceus
Corvus woodfordi
Corydon sumatranus
Corypha africana
Corypha apiata
Corypha athi
Corypha fasciolata
Corypha hypermetra
Corypha kabalii
Corypha kidepoensis
Corypha kurrae
Corypha nigrescens
Corypha sharpii
Corypha somalica
Coryphaspiza melanotis
Coryphistera alaudina
Coryphospingus cucullatus
Coryphospingus pileatus
Corythaeola cristata
Corythopis delalandi
Corythopis torquatus
Corythornis cristatus
Corythornis leucogaster
Corythornis madagascariensis
Corythornis vintsioides
Coscoroba coscoroba
Cossypha albicapillus
Cossypha cyanocampter
Cossypha dichroa
Cossypha heinrichi
Cossypha heuglini
Cossypha natalensis
Cossypha niveicapilla
Cossypha semirufa
Cossyphicula isabellae
Cossyphicula roberti
Cotinga amabilis
Cotinga cayana
Cotinga cotinga
Cotinga maculata
Cotinga maynana
Cotinga nattererii
Cotinga ridgwayi
Coturnicops exquisitus
Coturnicops noveboracensis
Coturnix coromandelica
Coturnix coturnix
Coturnix delegorguei
Coturnix japonica
Coturnix pectoralis
Coua caerulea
Coua coquereli
Coua cristata
Coua cursor
Coua gigas
Coua olivaceiceps
Coua reynaudii
Coua ruficeps
Coua serriana
Coua verreauxi
Cracticus argenteus
Cracticus cassicus
Cracticus louisiadensis
Cracticus mentalis
Cracticus nigrogularis
Cracticus torquatus
Cranioleuca albicapilla
Cranioleuca albiceps
Cranioleuca antisiensis
Cranioleuca berlepschi
Cranioleuca curtata
Cranioleuca demissa
Cranioleuca dissita
Cranioleuca erythrops
Cranioleuca hellmayri
Cranioleuca henricae
Cranioleuca marcapatae
Cranioleuca muelleri
Cranioleuca obsoleta
Cranioleuca pallida
Cranioleuca pyrrhophia
Cranioleuca semicinerea
Cranioleuca subcristata
Cranioleuca vulpecula
Cranioleuca vulpina
Cranioleuca weskei
Crax alberti
Crax alector
Crax blumenbachii
Crax daubentoni
Crax fasciolata
Crax globulosa
Crax rubra
Creagrus furcatus
Creatophora cinerea
Crecopsis egregia
Creurgops dentatus
Creurgops verticalis
Crex crex
Crinifer concolor
Crinifer leucogaster
Crinifer personatus
Crinifer piscator
Crinifer zonurus
Criniger barbatus
Criniger calurus
Criniger chloronotus
Criniger ndussumensis
Criniger olivaceus
Crithagra albogularis
Crithagra ankoberensis
Crithagra atrogularis
Crithagra buchanani
Crithagra burtoni
Crithagra canicapilla
Crithagra capistrata
Crithagra citrinelloides
Crithagra citrinipectus
Crithagra concolor
Crithagra donaldsoni
Crithagra dorsostriata
Crithagra flavigula
Crithagra flaviventris
Crithagra frontalis
Crithagra gularis
Crithagra hyposticta
Crithagra koliensis
Crithagra leucoptera
Crithagra leucopygia
Crithagra melanochroa
Crithagra menachensis
Crithagra mennelli
Crithagra mozambica
Crithagra reichardi
Crithagra reichenowi
Crithagra rothschildi
Crithagra rufobrunnea
Crithagra scotops
Crithagra striatipectus
Crithagra striolata
Crithagra sulphurata
Crithagra symonsi
Crithagra totta
Crithagra tristriata
Crithagra whytii
Crithagra xantholaema
Crithagra xanthopygia
Crossleyia tenebrosa
Crossleyia xanthophrys
Crossoptilon auritum
Crossoptilon crossoptilon
Crossoptilon harmani
Crossoptilon mantchuricum
Crotophaga ani
Crotophaga major
Crotophaga sulcirostris
Crypsirina cucullata
Crypsirina temia
Cryptillas victorini
Cryptoleucopteryx plumbea
Cryptolybia olivacea
Cryptomicroeca flaviventris
Cryptopezus nattereri
Cryptophaps poecilorrhoa
Cryptopipo holochlora
Cryptopipo litae
Cryptospiza jacksoni
Cryptospiza reichenovii
Cryptospiza salvadorii
Cryptospiza shelleyi
Cryptosylvicola randrianasoloi
Crypturellus atrocapillus
Crypturellus bartletti
Crypturellus berlepschi
Crypturellus boucardi
Crypturellus brevirostris
Crypturellus casiquiare
Crypturellus cinereus
Crypturellus cinnamomeus
Crypturellus duidae
Crypturellus erythropus
Crypturellus kerriae
Crypturellus noctivagus
Crypturellus obsoletus
Crypturellus parvirostris
Crypturellus ptaritepui
Crypturellus soui
Crypturellus strigulosus
Crypturellus tataupa
Crypturellus transfasciatus
Crypturellus undulatus
Crypturellus variegatus
Cuculus canorus
Cuculus clamosus
Cuculus crassirostris
Cuculus gularis
Cuculus lepidus
Cuculus micropterus
Cuculus optatus
Cuculus poliocephalus
Cuculus rochii
Cuculus saturatus
Cuculus solitarius
Culicicapa ceylonensis
Culicicapa helianthea
Culicivora caudacuta
Curaeus curaeus
Curruca balearica
Curruca boehmi
Curruca buryi
Curruca cantillans
Curruca communis
Curruca conspicillata
Curruca crassirostris
Curruca curruca
Curruca deserti
Curruca deserticola
Curruca hortensis
Curruca iberiae
Curruca layardi
Curruca leucomelaena
Curruca lugens
Curruca melanocephala
Curruca melanothorax
Curruca mystacea
Curruca nana
Curruca nisoria
Curruca ruppeli
Curruca sarda
Curruca subalpina
Curruca subcoerulea
Curruca undata
Cursorius coromandelicus
Cursorius cursor
Cursorius rufus
Cursorius somalensis
Cursorius temminckii
Cutia legalleni
Cutia nipalensis
Cyanerpes caeruleus
Cyanerpes cyaneus
Cyanerpes lucidus
Cyanerpes nitidus
Cyanicterus cyanicterus
Cyanistes caeruleus
Cyanistes cyanus
Cyanistes teneriffae
Cyanochen cyanoptera
Cyanocitta cristata
Cyanocitta stelleri
Cyanocompsa parellina
Cyanocorax affinis
Cyanocorax beecheii
Cyanocorax caeruleus
Cyanocorax cayanus
Cyanocorax chrysops
Cyanocorax colliei
Cyanocorax cristatellus
Cyanocorax cyanomelas
Cyanocorax cyanopogon
Cyanocorax dickeyi
Cyanocorax formosus
Cyanocorax heilprini
Cyanocorax melanocyaneus
Cyanocorax morio
Cyanocorax mystacalis
Cyanocorax sanblasianus
Cyanocorax violaceus
Cyanocorax yncas
Cyanocorax yucatanicus
Cyanoderma bicolor
Cyanoderma chrysaeum
Cyanoderma erythropterum
Cyanoderma melanothorax
Cyanoderma pyrrhops
Cyanoderma ruficeps
Cyanoderma rufifrons
Cyanograucalus azureus
Cyanolanius comorensis
Cyanolanius madagascarinus
Cyanoliseus patagonus
Cyanoloxia brissonii
Cyanoloxia cyanoides
Cyanoloxia glaucocaerulea
Cyanoloxia rothschildii
Cyanolyca argentigula
Cyanolyca armillata
Cyanolyca cucullata
Cyanolyca mirabilis
Cyanolyca nanus
Cyanolyca pulchra
Cyanolyca pumilo
Cyanolyca turcosa
Cyanolyca viridicyanus
Cyanomitra alinae
Cyanomitra bannermani
Cyanomitra cyanolaema
Cyanomitra olivacea
Cyanomitra oritis
Cyanomitra veroxii
Cyanomitra verticalis
Cyanopica cooki
Cyanopica cyanus
Cyanopsitta spixii
Cyanoptila cumatilis
Cyanoptila cyanomelana
Cyanoramphus auriceps
Cyanoramphus cookii
Cyanoramphus forbesi
Cyanoramphus malherbi
Cyanoramphus novaezelandiae
Cyanoramphus saisseti
Cyanoramphus unicolor
Cyclarhis gujanensis
Cyclarhis nigrirostris
Cyclopsitta desmarestii
Cyclopsitta diophthalma
Cyclopsitta edwardsii
Cyclopsitta salvadorii
Cygnus atratus
Cygnus buccinator
Cygnus columbianus
Cygnus cygnus
Cygnus melancoryphus
Cygnus olor
Cymbilaimus lineatus
Cymbilaimus sanctaemariae
Cymbirhynchus macrorhynchos
Cynanthus auriceps
Cynanthus canivetii
Cynanthus doubledayi
Cynanthus forficatus
Cynanthus latirostris
Cynanthus lawrencei
Cyornis banyumas
Cyornis brunneatus
Cyornis caerulatus
Cyornis camarinensis
Cyornis colonus
Cyornis glaucicomans
Cyornis hainanus
Cyornis herioti
Cyornis kadayangensis
Cyornis kalaoensis
Cyornis lemprieri
Cyornis magnirostris
Cyornis montanus
Cyornis nicobaricus
Cyornis ocularis
Cyornis olivaceus
Cyornis omissus
Cyornis pallidipes
Cyornis pelingensis
Cyornis poliogenys
Cyornis rubeculoides
Cyornis ruckii
Cyornis ruficauda
Cyornis ruficrissa
Cyornis rufigastra
Cyornis sumatrensis
Cyornis superbus
Cyornis tickelliae
Cyornis turcosus
Cyornis umbratilis
Cyornis unicolor
Cyornis whitei
Cyphorhinus arada
Cyphorhinus dichrous
Cyphorhinus phaeocephalus
Cyphorhinus thoracicus
Cypseloides cherriei
Cypseloides cryptus
Cypseloides fumigatus
Cypseloides lemosi
Cypseloides niger
Cypseloides rothschildi
Cypseloides senex
Cypseloides storeri
Cypsiurus balasiensis
Cypsiurus gracilis
Cypsiurus parvus
Cypsnagra hirundinacea
Cyrtonyx montezumae
Cyrtonyx ocellatus
Dacelo gaudichaud
Dacelo leachii
Dacelo novaeguineae
Dacelo rex
Dacelo tyro
Dacnis albiventris
Dacnis berlepschi
Dacnis cayana
Dacnis flaviventer
Dacnis hartlaubi
Dacnis lineata
Dacnis nigripes
Dacnis venusta
Dacnis viguieri
Dactylortyx thoracicus
Daphoenositta chrysoptera
Daphoenositta miranda
Daphoenositta papuensis
Daption capense
Daptrius albogularis
Daptrius ater
Daptrius australis
Daptrius carunculatus
Daptrius chimachima
Daptrius chimango
Daptrius megalopterus
Dasycrotapha plateni
Dasycrotapha pygmaea
Dasycrotapha speciosa
Dasylophus cumingi
Dasylophus superciliosus
Dasyornis brachypterus
Dasyornis broadbenti
Dasyornis longirostris
Deconychura longicauda
Deconychura pallida
Deconychura typica
Delacourella capistrata
Deleornis axillaris
Deleornis fraseri
Delichon dasypus
Delichon lagopodum
Delichon nipalense
Delichon urbicum
Dendragapus fuliginosus
Dendragapus obscurus
Dendrexetastes rufigula
Dendrocincla anabatina
Dendrocincla fuliginosa
Dendrocincla homochroa
Dendrocincla merula
Dendrocincla turdina
Dendrocincla tyrannina
Dendrocitta bayleii
Dendrocitta cinerascens
Dendrocitta formosae
Dendrocitta frontalis
Dendrocitta leucogastra
Dendrocitta occipitalis
Dendrocitta vagabunda
Dendrocolaptes certhia
Dendrocolaptes hoffmannsi
Dendrocolaptes picumnus
Dendrocolaptes platyrostris
Dendrocolaptes sanctithomae
Dendrocopos analis
Dendrocopos assimilis
Dendrocopos atratus
Dendrocopos darjellensis
Dendrocopos himalayensis
Dendrocopos hyperythrus
Dendrocopos leucopterus
Dendrocopos leucotos
Dendrocopos macei
Dendrocopos major
Dendrocopos noguchii
Dendrocopos syriacus
Dendrocoptes auriceps
Dendrocoptes dorae
Dendrocoptes medius
Dendrocygna arborea
Dendrocygna arcuata
Dendrocygna autumnalis
Dendrocygna bicolor
Dendrocygna eytoni
Dendrocygna guttata
Dendrocygna javanica
Dendrocygna viduata
Dendroma erythroptera
Dendroma rufa
Dendronanthus indicus
Dendropicos abyssinicus
Dendropicos elachus
Dendropicos elliotii
Dendropicos fuscescens
Dendropicos gabonensis
Dendropicos goertae
Dendropicos griseocephalus
Dendropicos lugubris
Dendropicos obsoletus
Dendropicos poecilolaemus
Dendropicos spodocephalus
Dendropicos stierlingi
Dendroplex kienerii
Dendroplex picus
Dendrortyx barbatus
Dendrortyx leucophrys
Dendrortyx macroura
Deroptyus accipitrinus
Dessonornis anomalus
Dessonornis archeri
Dessonornis caffer
Dessonornis humeralis
Devioeca papuana
Dicaeum aeneum
Dicaeum annae
Dicaeum anthonyi
Dicaeum aureolimbatum
Dicaeum australe
Dicaeum beccarii
Dicaeum bicolor
Dicaeum cambodianum
Dicaeum celebicum
Dicaeum concolor
Dicaeum cruentatum
Dicaeum dayakorum
Dicaeum erythrorhynchos
Dicaeum erythrothorax
Dicaeum eximium
Dicaeum geelvinkianum
Dicaeum haematostictum
Dicaeum hanieli
Dicaeum hirundinaceum
Dicaeum hypoleucum
Dicaeum igniferum
Dicaeum ignipectus
Dicaeum kampalili
Dicaeum keiense
Dicaeum luzoniense
Dicaeum maugei
Dicaeum minullum
Dicaeum monticolum
Dicaeum nehrkorni
Dicaeum nigrilore
Dicaeum nitidum
Dicaeum pectorale
Dicaeum pygmaeum
Dicaeum quadricolor
Dicaeum retrocinctum
Dicaeum rhodopygiale
Dicaeum sanguinolentum
Dicaeum schistaceiceps
Dicaeum trigonostigma
Dicaeum tristrami
Dicaeum trochileum
Dicaeum virescens
Dicaeum vulneratum
Dicaeum wilhelminae
Dichrozona cincta
Dicrurus adsimilis
Dicrurus aeneus
Dicrurus aldabranus
Dicrurus andamanensis
Dicrurus annectens
Dicrurus atripennis
Dicrurus balicassius
Dicrurus bracteatus
Dicrurus caerulescens
Dicrurus densus
Dicrurus forficatus
Dicrurus fuscipennis
Dicrurus hottentottus
Dicrurus leucophaeus
Dicrurus lophorinus
Dicrurus ludwigii
Dicrurus macrocercus
Dicrurus megarhynchus
Dicrurus menagei
Dicrurus modestus
Dicrurus montanus
Dicrurus palawanensis
Dicrurus paradiseus
Dicrurus remifer
Dicrurus sharpei
Dicrurus striatus
Dicrurus sumatranus
Dicrurus waldenii
Didunculus strigirostris
Diglossa albilatera
Diglossa baritula
Diglossa brunneiventris
Diglossa caerulescens
Diglossa carbonaria
Diglossa cyanea
Diglossa duidae
Diglossa glauca
Diglossa gloriosa
Diglossa gloriosissima
Diglossa humeralis
Diglossa indigotica
Diglossa lafresnayii
Diglossa major
Diglossa mystacalis
Diglossa plumbea
Diglossa sittoides
Diglossa venezuelensis
Dinemellia dinemelli
Dinopium benghalense
Dinopium everetti
Dinopium javanense
Dinopium psarodes
Dinopium shorii
Diomedea amsterdamensis
Diomedea antipodensis
Diomedea dabbenena
Diomedea epomophora
Diomedea exulans
Diomedea sanfordi
Diopsittaca nobilis
Diphyllodes magnificus
Diphyllodes respublica
Discosura conversii
Discosura langsdorffi
Discosura letitiae
Discosura longicaudus
Discosura popelairii
Diuca diuca
Dives dives
Dives warczewiczi
Dolichonyx oryzivorus
Doliornis remseni
Doliornis sclateri
Donacobius atricapilla
Donacospiza albifrons
Doricha eliza
Doricha enicura
Doryfera johannae
Doryfera ludovicae
Drepanis coccinea
Drepanorhynchus reichenowi
Drepanornis albertisi
Drepanornis bruijnii
Dreptes thomensis
Driophlox atrimaxillaris
Driophlox cristata
Driophlox fuscicauda
Driophlox gutturalis
Dromaius novaehollandiae
Dromas ardeola
Dromococcyx pavoninus
Dromococcyx phasianellus
Drymocichla incana
Drymodes beccarii
Drymodes brunneopygia
Drymodes superciliaris
Drymophila caudata
Drymophila devillei
Drymophila ferruginea
Drymophila genei
Drymophila hellmayri
Drymophila klagesi
Drymophila malura
Drymophila ochropyga
Drymophila rubricollis
Drymophila squamata
Drymophila striaticeps
Drymornis bridgesii
Drymotoxeres pucheranii
Dryobates cathpharius
Dryobates minor
Dryobates nuttallii
Dryobates pernyii
Dryobates pubescens
Dryobates scalaris
Dryocopus hodgei
Dryocopus javensis
Dryocopus lineatus
Dryocopus martius
Dryocopus pileatus
Dryocopus schulzii
Dryolimnas cuvieri
Dryoscopus angolensis
Dryoscopus cubla
Dryoscopus gambensis
Dryoscopus pringlii
Dryoscopus sabini
Dryoscopus senegalensis
Dubusia carrikeri
Dubusia castaneoventris
Dubusia stictocephala
Dubusia taeniata
Ducula aenea
Ducula aurorae
Ducula badia
Ducula bakeri
Ducula basilica
Ducula bicolor
Ducula brenchleyi
Ducula carola
Ducula chalconota
Ducula cineracea
Ducula concinna
Ducula cuprea
Ducula finschii
Ducula forsteni
Ducula galeata
Ducula geelvinkiana
Ducula goliath
Ducula lacernulata
Ducula latrans
Ducula luctuosa
Ducula melanochroa
Ducula mindorensis
Ducula mullerii
Ducula myristicivora
Ducula neglecta
Ducula nicobarica
Ducula oceanica
Ducula oenothorax
Ducula pacifica
Ducula perspicillata
Ducula pickeringii
Ducula pinon
Ducula pistrinaria
Ducula poliocephala
Ducula radiata
Ducula rosacea
Ducula rubricera
Ducula rufigaster
Ducula spilorrhoa
Ducula subflavescens
Ducula whartoni
Ducula zoeae
Dulus dominicus
Dumetella carolinensis
Dumetia atriceps
Dumetia hyperythra
Dyaphorophyia castanea
Dyaphorophyia hormophora
Dyaphorophyia tonsa
Dysithamnus leucostictus
Dysithamnus mentalis
Dysithamnus occidentalis
Dysithamnus plumbeus
Dysithamnus puncticeps
Dysithamnus stictothorax
Dysithamnus striaticeps
Dysithamnus xanthopterus
Eclectus cornelia
Eclectus polychloros
Eclectus riedeli
Eclectus roratus
Edolisoma admiralitatis
Edolisoma amboinense
Edolisoma anale
Edolisoma ceramense
Edolisoma coerulescens
Edolisoma dispar
Edolisoma dohertyi
Edolisoma erythropygium
Edolisoma grayi
Edolisoma holopolium
Edolisoma incertum
Edolisoma insperatum
Edolisoma melas
Edolisoma meyerii
Edolisoma mindanense
Edolisoma monacha
Edolisoma montanum
Edolisoma morio
Edolisoma nesiotis
Edolisoma obiense
Edolisoma ostentum
Edolisoma pelingi
Edolisoma remotum
Edolisoma rostratum
Edolisoma salomonis
Edolisoma salvadorii
Edolisoma schisticeps
Edolisoma sula
Edolisoma tenuirostre
Edolisoma timoriense
Edolisoma tricolor
Egretta ardesiaca
Egretta caerulea
Egretta eulophotes
Egretta garzetta
Egretta gularis
Egretta novaehollandiae
Egretta picata
Egretta rufescens
Egretta sacra
Egretta thula
Egretta tricolor
Egretta vinaceigula
Elachura formosa
Elaenia albiceps
Elaenia brachyptera
Elaenia cherriei
Elaenia chiriquensis
Elaenia cristata
Elaenia dayi
Elaenia fallax
Elaenia flavogaster
Elaenia frantzii
Elaenia gigas
Elaenia martinica
Elaenia mesoleuca
Elaenia obscura
Elaenia olivina
Elaenia pallatangae
Elaenia parvirostris
Elaenia pelzelni
Elaenia ridleyana
Elaenia ruficeps
Elaenia sordida
Elaenia spectabilis
Elaenia strepera
Elanoides forficatus
Elanus axillaris
Elanus caeruleus
Elanus leucurus
Elanus scriptus
Elaphrornis palliseri
Electron carinatum
Electron platyrhynchum
Eleoscytalopus indigoticus
Eleoscytalopus psychopompus
Eleothreptus anomalus
Eleothreptus candicans
Elliotomyia chionogaster
Elliotomyia viridicauda
Elminia albicauda
Elminia albiventris
Elminia albonotata
Elminia longicauda
Elminia nigromitrata
Emarginata schlegelii
Emarginata sinuata
Emarginata tractrac
Emberiza affinis
Emberiza aureola
Emberiza bruniceps
Emberiza buchanani
Emberiza cabanisi
Emberiza caesia
Emberiza calandra
Emberiza capensis
Emberiza chrysophrys
Emberiza cia
Emberiza cineracea
Emberiza cioides
Emberiza cirlus
Emberiza citrinella
Emberiza elegans
Emberiza flaviventris
Emberiza fucata
Emberiza godlewskii
Emberiza goslingi
Emberiza hortulana
Emberiza impetuani
Emberiza jankowskii
Emberiza koslowi
Emberiza lathami
Emberiza leucocephalos
Emberiza melanocephala
Emberiza pallasi
Emberiza personata
Emberiza poliopleura
Emberiza pusilla
Emberiza rustica
Emberiza rutila
Emberiza sahari
Emberiza schoeniclus
Emberiza siemsseni
Emberiza socotrana
Emberiza spodocephala
Emberiza stewarti
Emberiza striolata
Emberiza sulphurata
Emberiza tahapisi
Emberiza tristrami
Emberiza variabilis
Emberiza yessoensis
Emberizoides duidae
Emberizoides herbicola
Emberizoides ypiranganus
Embernagra longicauda
Embernagra platensis
Emblema modestum
Emblema pictum
Emblema ruficauda
Eminia lepida
Empidonax affinis
Empidonax albigularis
Empidonax alnorum
Empidonax atriceps
Empidonax difficilis
Empidonax flavescens
Empidonax flaviventris
Empidonax fulvifrons
Empidonax hammondii
Empidonax minimus
Empidonax oberholseri
Empidonax traillii
Empidonax virescens
Empidonax wrightii
Empidonomus aurantioatrocristatus
Empidonomus varius
Empidornis semipartitus
Enicognathus ferrugineus
Enicognathus leptorhynchus
Enicurus borneensis
Enicurus immaculatus
Enicurus leschenaulti
Enicurus maculatus
Enicurus ruficapillus
Enicurus schistaceus
Enicurus scouleri
Enicurus velatus
Enodes erythrophris
Ensifera ensifera
Entomodestes coracinus
Entomodestes leucotis
Entomyzon cyanotis
Eolophus roseicapilla
Eophona migratoria
Eophona personata
Eopsaltria australis
Eopsaltria capito
Eopsaltria georgiana
Eopsaltria griseogularis
Eopsaltria leucops
Eopsaltria placens
Ephippiorhynchus asiaticus
Ephippiorhynchus senegalensis
Epimachus fastosus
Epimachus meyeri
Epinecrophylla amazonica
Epinecrophylla erythrura
Epinecrophylla fulviventris
Epinecrophylla gutturalis
Epinecrophylla haematonota
Epinecrophylla leucophthalma
Epinecrophylla ornata
Epinecrophylla spodionota
Epthianura albifrons
Epthianura aurifrons
Epthianura crocea
Epthianura tricolor
Eremalauda dunni
Eremalauda eremodites
Eremomela atricollis
Eremomela badiceps
Eremomela canescens
Eremomela flavicrissalis
Eremomela gregalis
Eremomela icteropygialis
Eremomela pusilla
Eremomela scotops
Eremomela turneri
Eremomela usticollis
Eremophila alpestris
Eremophila bilopha
Eremopterix australis
Eremopterix griseus
Eremopterix hova
Eremopterix leucopareia
Eremopterix leucotis
Eremopterix nigriceps
Eremopterix signatus
Eremopterix verticalis
Eriocnemis aline
Eriocnemis cupreoventris
Eriocnemis derbyi
Eriocnemis glaucopoides
Eriocnemis godini
Eriocnemis isabellae
Eriocnemis luciani
Eriocnemis mirabilis
Eriocnemis mosquera
Eriocnemis nigrivestis
Eriocnemis vestita
Erithacus rubecula
Erpornis zantholeuca
Erythrocercus holochlorus
Erythrocercus livingstonei
Erythrocercus mccallii
Erythrogenys erythrocnemis
Erythrogenys erythrogenys
Erythrogenys gravivox
Erythrogenys hypoleucos
Erythrogenys imberbis
Erythrogenys mcclellandi
Erythrogenys swinhoei
Erythrogonys cinctus
Erythromachus leguati
Erythropitta arquata
Erythropitta celebensis
Erythropitta dohertyi
Erythropitta erythrogaster
Erythropitta granatina
Erythropitta kochi
Erythropitta macklotii
Erythropitta meeki
Erythropitta novaehibernicae
Erythropitta rubrinucha
Erythropitta rufiventris
Erythropitta ussheri
Erythropitta venusta
Erythrotriorchis buergersi
Erythrotriorchis radiatus
Erythrura coloria
Erythrura cyaneovirens
Erythrura hyperythra
Erythrura kleinschmidti
Erythrura papuana
Erythrura pealii
Erythrura prasina
Erythrura psittacea
Erythrura trichroa
Erythrura tricolor
Erythrura viridifacies
Esacus magnirostris
Esacus recurvirostris
Estrilda astrild
Estrilda atricapilla
Estrilda kandti
Estrilda melpoda
Estrilda nigriloris
Estrilda nonnula
Estrilda paludicola
Estrilda poliopareia
Estrilda rhodopyga
Estrilda rufibarba
Estrilda troglodytes
Eubucco bourcierii
Eubucco richardsoni
Eubucco tucinkae
Eubucco versicolor
Euchrepomis callinota
Euchrepomis humeralis
Euchrepomis sharpei
Euchrepomis spodioptila
Eucometis penicillata
Eudocimus albus
Eudocimus ruber
Eudromia elegans
Eudromia formosa
Eudromias morinellus
Eudynamys melanorhynchus
Eudynamys orientalis
Eudynamys scolopaceus
Eudyptes chrysocome
Eudyptes chrysolophus
Eudyptes filholi
Eudyptes moseleyi
Eudyptes pachyrhynchus
Eudyptes robustus
Eudyptes schlegeli
Eudyptes sclateri
Eudyptula minor
